PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION
1628425,Sterling,Brown,0   ,1610612742,Dallas,Mavericks,DAL
203501,Tim,Hardaway Jr.,11  ,1610612742,Dallas,Mavericks,DAL
1630589,Moses,Wright,5   ,1610612742,Dallas,Mavericks,DAL
203504,Trey,Burke,3   ,1610612742,Dallas,Mavericks,DAL
1629033,Theo,Pinson,1   ,1610612742,Dallas,Mavericks,DAL
203078,Bradley,Beal,3   ,1610612764,Washington,Wizards,WAS
1628398,Kyle,Kuzma,33  ,1610612764,Washington,Wizards,WAS
1630176,Vernon,Carey Jr.,22  ,1610612764,Washington,Wizards,WAS
1630648,Jordan,Schakel,20  ,1610612764,Washington,Wizards,WAS
1630225,Isaiah,Todd,14  ,1610612764,Washington,Wizards,WAS
1630216,Cassius,Winston,5   ,1610612764,Washington,Wizards,WAS
