PLAYER_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION
1628366,Lonzo,Ball,2   ,1610612741,Chicago,Bulls,CHI
1630172,Patrick,Williams,44  ,1610612741,Chicago,Bulls,CHI
1628035,Alfonzo,McKinnie,28  ,1610612741,Chicago,Bulls,CHI
1629750,Javonte,Green,24  ,1610612741,Chicago,Bulls,CHI
1630250,Marko,Simonovic,19  ,1610612741,Chicago,Bulls,CHI
1628396,Tony,Bradley,13  ,1610612741,Chicago,Bulls,CHI
1627936,Alex,Caruso,6   ,1610612741,Chicago,Bulls,CHI
1628988,Aaron,Holiday,4   ,1610612764,Washington,Wizards,WAS
202722,Davis,Bertans,42  ,1610612764,Washington,Wizards,WAS
203915,Spencer,Dinwiddie,26  ,1610612764,Washington,Wizards,WAS
202954,Brad,Wanamaker,22  ,1610612764,Washington,Wizards,WAS
203526,Raul,Neto,19  ,1610612764,Washington,Wizards,WAS
1628418,Thomas,Bryant,13  ,1610612764,Washington,Wizards,WAS
1629060,Rui,Hachimura,8   ,1610612764,Washington,Wizards,WAS
1626149,Montrezl,Harrell,6   ,1610612764,Washington,Wizards,WAS
1630216,Cassius,Winston,5   ,1610612764,Washington,Wizards,WAS
